"","ca","dm","ff","uk","jp"
"538",1.3206,3.0895,9.472,0.835422,247
"539",1.3194,3.09,9.464,0.848176,246.8
"540",1.3207,3.1375,9.58,0.85492,249
"541",1.3225,3.1727,9.72,0.87382,252.5
"542",1.3202,3.1672,9.6975,0.876271,254.85
"543",1.3244,3.1833,9.746,0.892061,254.9
"544",1.3257,3.1739,9.7105,0.894134,254.25
"545",1.3272,3.167,9.681,0.88968,254.35
"546",1.3348,3.223,9.845,0.899119,259.7
"547",1.3403,3.2894,10.0555,0.918527,263.4
"548",1.3515,3.3232,10.1625,0.915164,261.05
"549",1.38,3.315,10.175,0.917431,260.2
"550",1.4002,3.4235,10.4805,0.944465,261.3
"551",1.3881,3.354,10.25,0.921065,260.1
"552",1.3754,3.262,9.99,0.870322,257.2
"553",1.3645,3.1623,9.655,0.826105,255.1
"554",1.372,3.1078,9.506,0.815993,253.05
"555",1.374,3.1418,9.592,0.826651,254.7
"556",1.3563,3.022,9.211,0.780031,248.9
"557",1.3686,3.1275,9.56,0.81103,250.1
"558",1.3686,3.156,9.623,0.813935,252.35
"559",1.3854,3.1878,9.5325,0.826173,252.7
"560",1.3732,3.0835,9.415,0.793651,250.15
"561",1.3695,3.072,9.375,0.787774,250.4
"562",1.3816,3.109,9.475,0.796622,251.65
"563",1.3705,3.0671,9.346,0.789889,249.6
"564",1.3689,3.082,9.388,0.791077,249.7
"565",1.3646,3.0048,9.165,0.762021,246.8
"566",1.3625,3.0617,9.33,0.77694,249.1
"567",1.3568,3.0423,9.2625,0.766636,248.15
"568",1.3524,2.9345,8.943,0.718907,244.35
"569",1.3475,2.8518,8.631,0.707414,237.65
"570",1.3528,2.8734,8.723,0.711491,238.7
"571",1.3542,2.7884,8.4995,0.699937,236.65
"572",1.3618,2.8612,8.7105,0.749906,238.95
"573",1.3568,2.793,8.456,0.722961,237.5
"574",1.3544,2.7813,8.4995,0.719787,237.35
"575",1.3599,2.7683,8.4535,0.712606,237.15
"576",1.3684,2.8441,8.6775,0.72722,239.7
"577",1.3726,2.9388,8.9635,0.75815,242.9
"578",1.3785,2.9095,8.854,0.750469,241.7
"579",1.3597,2.716,8.2905,0.701262,229.5
"580",1.3645,2.641,8.054,0.704722,213.15
"581",1.3651,2.6418,8.048,0.705069,217.5
"582",1.3711,2.6813,8.173,0.708316,216.15
"583",1.3641,2.6372,8.0325,0.697204,215.65
"584",1.3658,2.6166,7.974,0.692857,211.7
"585",1.3763,2.6048,7.929,0.696427,206.5
"586",1.3797,2.6107,7.952,0.703532,204.7
"587",1.3777,2.5888,7.911,0.695652,202.9
"588",1.378,2.5495,7.77,0.680782,200.9
"589",1.3888,2.5224,7.682,0.673491,204.25
"590",1.392,2.5466,7.777,0.698959,203.7
"591",1.3957,2.5103,7.712,0.701016,201.6
"592",1.401,2.443,7.505,0.688231,202.3
"593",1.401,2.4424,7.488,0.691898,201.55
"594",1.4074,2.469,7.5717,0.695217,202.35
"595",1.4045,2.462,7.557,0.710581,202.4
"596",1.4151,2.383,7.33,0.714898,194
"597",1.4274,2.4061,7.3735,0.720202,192.15
"598",1.3988,2.3605,7.2405,0.705219,186.7
"599",1.392,2.3105,7.092,0.691419,178.7
"600",1.3943,2.2438,6.9025,0.672314,182
"601",1.411,2.221,6.824,0.681756,179.3
"602",1.3975,2.2667,6.979,0.675904,179.7
"603",1.3887,2.2609,6.9585,0.677048,176.8
"604",1.4023,2.3506,7.228,0.683995,180.05
"605",1.3923,2.3785,7.273,0.680504,178.45
"606",1.3823,2.3264,7.4155,0.684697,179.35
"607",1.39,2.2662,7.2175,0.667958,178.15
"608",1.3936,2.1819,6.9545,0.655738,167.95
"609",1.374,2.1865,6.967,0.647124,168.3
"610",1.3794,2.2057,6.944,0.651042,165.4
"611",1.3779,2.1933,6.987,0.650787,164.7
"612",1.3665,2.2465,7.1575,0.659848,169.2
"613",1.3753,2.2739,7.242,0.664894,169.1
"614",1.393,2.2686,7.2235,0.671592,171.5
"615",1.3885,2.207,7.042,0.652742,166.9
"616",1.3915,2.229,7.1025,0.663834,167.6
"617",1.3858,2.2185,7.081,0.659805,166.75
"618",1.3783,2.1855,6.975,0.648803,163.9
"619",1.3812,2.1798,6.996,0.654236,159.95
"620",1.3758,2.1526,6.9515,0.662471,158.2
"621",1.3894,2.1263,6.86925,0.670556,155.7
"622",1.3834,2.1197,6.87,0.6693,156
"623",1.3822,2.0828,6.755,0.674627,155.15
"624",1.3881,2.069,6.7265,0.672495,154.5
"625",1.3909,2.0509,6.686,0.665292,152.9
"626",1.3965,2.0595,6.74,0.675356,155.1
"627",1.3868,2.0368,6.6705,0.668673,154.6
"628",1.3868,2.0611,6.7395,0.676819,155.4
"629",1.3908,2.0353,6.673,0.678104,156.05
"630",1.3876,2.043,6.685,0.690655,154.15
"631",1.3882,2.0275,6.6405,0.691563,154.3
"632",1.3861,2.0024,6.546,0.701656,154.1
"633",1.389,1.9782,6.4675,0.69604,154
"634",1.3901,1.9817,6.4885,0.696767,155.2
"635",1.3887,2.0275,6.6275,0.707214,159.5
"636",1.3884,2.058,6.7315,0.702839,162.9
"637",1.3856,2.026,6.6305,0.700919,161.8
"638",1.3834,2.0075,6.593,0.706165,162.75
"639",1.385,1.9881,6.511,0.699448,162.5
"640",1.3833,1.9813,6.489,0.698568,162.1
"641",1.3806,2.0202,6.623,0.701951,162.7
"642",1.3787,2.0167,6.603,0.699692,163.9
"643",1.3785,1.9458,6.4725,0.686106,162
"644",1.3805,1.9408,6.348,0.678196,159.1
"645",1.3717,1.9283,6.4245,0.68055,158.3
"646",1.3636,1.8633,6.228,0.670511,155
"647",1.3568,1.8506,6.1835,0.658285,152.5
"648",1.3381,1.7754,5.925,0.647166,150.7
"649",1.3257,1.8123,6.0515,0.656814,152.45
"650",1.3439,1.8155,6.049,0.655738,153.8
"651",1.3305,1.8258,6.092,0.652955,153.4
"652",1.3303,1.8248,6.074,0.649562,153.65
"653",1.3325,1.8304,6.092,0.63906,153.45
"654",1.3262,1.858,6.1825,0.626684,153.63
"655",1.313,1.8371,6.117,0.62251,151.8
"656",1.311,1.8243,6.0675,0.620232,149.2
"657",1.3092,1.8188,6.0525,0.623947,147
"658",1.3074,1.8348,6.1105,0.619195,145.5
"659",1.3245,1.8085,6.024,0.613799,140.95
"660",1.3304,1.8205,6.053,0.613912,142.7
"661",1.336,1.7989,6.0015,0.604412,139.5
"662",1.3363,1.7769,5.9385,0.594707,139.1
"663",1.3392,1.7959,5.9955,0.599844,140.3
"664",1.346,1.7697,5.922,0.592242,139.45
"665",1.3465,1.8233,6.071,0.619003,143.8
"666",1.3431,1.8048,6.035,0.609125,142.5
"667",1.3394,1.7877,5.976,0.599808,141.9
"668",1.3406,1.8238,6.093,0.613309,145
"669",1.3336,1.8219,6.083,0.617284,145.95
"670",1.3301,1.8222,6.0835,0.616257,146.45
"671",1.3243,1.8454,6.148,0.618812,150.4
"672",1.3234,1.849,6.1565,0.619771,151.31
"673",1.3211,1.8601,6.1915,0.626684,151.55
"674",1.3325,1.8552,6.1725,0.624883,150.25
"675",1.3248,1.8789,6.26,0.633313,151.65
"676",1.3314,1.8986,6.334,0.637024,151.45
"677",1.3306,1.8459,6.177,0.621581,145.2
"678",1.3221,1.8267,6.1,0.619886,143.35
"679",1.3151,1.808,6.051,0.607534,141
"680",1.3203,1.7928,5.9995,0.6027,141.4
"681",1.3175,1.8123,6.0445,0.607903,143.65
"682",1.3174,1.8291,6.098,0.611509,143.8
"683",1.3091,1.8383,6.118,0.61361,146.35
"684",1.3051,1.8255,6.078,0.610128,146.6
"685",1.3058,1.8228,6.033,0.607903,144.05
"686",1.3141,1.8041,6.025,0.603974,143.95
"687",1.3179,1.7491,5.8635,0.583942,140.7
"688",1.3233,1.709,5.812,0.571886,137.05
"689",1.3174,1.6648,5.714,0.559503,134.4
"690",1.3148,1.6791,5.751,0.568085,136
"691",1.31,1.6724,5.6615,0.558753,134.6
"692",1.3128,1.6575,5.633,0.553097,133.7
"693",1.3073,1.659,5.6235,0.553587,132.55
"694",1.3083,1.6313,5.52925,0.547226,127.4
"695",1.3066,1.6375,5.5385,0.548697,126.3
"696",1.303,1.5969,5.4135,0.538793,123.6
"697",1.2892,1.646,5.579,0.552486,127.9
"698",1.2887,1.6269,5.492,0.545256,126.2
"699",1.2824,1.6634,5.6145,0.558036,128.65
"700",1.2787,1.6739,5.6425,0.563095,127.5
"701",1.2749,1.6895,5.697,0.566572,127.9
"702",1.2694,1.6909,5.7135,0.568602,129.1
"703",1.2657,1.7114,5.7825,0.57323,130.4
"704",1.2644,1.6931,5.728,0.566091,128.65
"705",1.2556,1.6886,5.719,0.563857,128.45
"706",1.2532,1.6692,5.655,0.542594,128.1
"707",1.2514,1.6701,5.681,0.540979,127.45
"708",1.2434,1.6945,5.7555,0.545405,127.05
"709",1.2362,1.6689,5.6565,0.536971,125.65
"710",1.2406,1.6678,5.6605,0.531858,125
"711",1.2383,1.6929,5.742,0.542241,126.9
"712",1.2283,1.6626,5.6465,0.527732,124
"713",1.2283,1.6789,5.698,0.534245,125
"714",1.2354,1.6809,5.715,0.536481,124.95
"715",1.2315,1.6773,5.6935,0.530363,124.2
"716",1.2408,1.7046,5.771,0.53812,125.6
"717",1.2431,1.7023,5.748,0.536107,124.3
"718",1.2319,1.721,5.8165,0.546956,125.25
"719",1.2227,1.715,5.795,0.548908,125.3
"720",1.2156,1.7489,5.899,0.55966,126.3
"721",1.2104,1.7665,5.9695,0.563762,126.95
"722",1.2171,1.8248,6.1475,0.58548,133.1
"723",1.207,1.823,6.1345,0.583328,133.7
"724",1.2086,1.8402,6.205,0.589971,132.5
"725",1.1955,1.8498,6.2475,0.584864,133
"726",1.2071,1.8693,6.307,0.586166,132.5
"727",1.2024,1.8773,6.3255,0.586339,132.9
"728",1.2264,1.9205,6.487,0.592593,135.05
"729",1.2322,1.8984,6.428,0.58744,133.25
"730",1.2317,1.896,6.435,0.594707,134.4
"731",1.2398,1.8748,6.365,0.594707,135
"732",1.2389,1.8417,6.275,0.586236,134.65
"733",1.2225,1.8543,6.324,0.591261,133.5
"734",1.2182,1.8747,6.3705,0.596766,134.1
"735",1.2205,1.8793,6.3985,0.593472,134.4
"736",1.2073,1.8653,6.354,0.590772,133.43
"737",1.2101,1.8432,6.2725,0.578872,131.15
"738",1.1994,1.8084,6.1745,0.57143,127.35
"739",1.1987,1.7911,6.091,0.570613,126.7
"740",1.2272,1.7814,6.078,0.56392,124.6
"741",1.2323,1.7727,6.0555,0.560915,125.7
"742",1.231,1.719,5.963,0.553281,123.5
"743",1.1998,1.7225,5.886,0.546657,121.15
"744",1.1886,1.7354,5.936,0.541389,121.75
"745",1.2003,1.7483,5.9645,0.540628,122.5
"746",1.2001,1.7472,5.941,0.549662,123.35
"747",1.2002,1.7732,6.055,0.554232,124.4
"748",1.1948,1.7893,6.117,0.559034,125.15
"749",1.1918,1.7783,6.085,0.550813,124.1
"750",1.2007,1.8284,6.232,0.563539,126.75
"751",1.1937,1.8595,6.3455,0.567054,127.9
"752",1.1852,1.8419,6.275,0.564717,127.6
"753",1.1896,1.8697,6.375,0.571527,130.4
"754",1.1851,1.8725,6.3715,0.574317,129.5
"755",1.1803,1.8429,6.2765,0.565036,126
"756",1.1955,1.8406,6.276,0.573,126.6
"757",1.1997,1.8373,6.2575,0.577201,127.5
"758",1.2016,1.8539,6.3055,0.581125,128.8
"759",1.1948,1.8652,6.319,0.58045,129.85
"760",1.1897,1.8744,6.351,0.581497,131.2
"761",1.1949,1.893,6.392,0.593225,133.3
"762",1.1896,1.8741,6.326,0.588582,131.3
"763",1.1887,1.8853,6.3655,0.591436,132.67
"764",1.1867,1.8605,6.3005,0.584249,131.9
"765",1.19,1.87,6.3295,0.589275,131.4
"766",1.1832,1.8906,6.383,0.59393,134.5
"767",1.1848,1.9078,6.4435,0.599593,134.4
"768",1.1923,1.9439,6.583,0.611173,137.55
"769",1.2005,2.01,6.811,0.636659,142.9
"770",1.2057,1.9858,6.745,0.635607,142.7
"771",1.197,1.9663,6.6785,0.634035,142.75
"772",1.1991,2.0228,6.856,0.657678,148.1
"773",1.1967,1.9894,6.7475,0.651763,144.8
"774",1.1966,1.9651,6.6745,0.639591,143.45
"775",1.1912,1.9113,6.4825,0.625978,140.2
"776",1.1897,1.8798,6.378,0.61546,140.6
"777",1.1887,1.9015,6.4515,0.617665,142.1
"778",1.1864,1.8823,6.383,0.608643,141.45
"779",1.1755,1.8496,6.269,0.601685,136
"780",1.1714,1.897,6.415,0.617208,138.6
"781",1.1787,1.9424,6.566,0.634035,141.65
"782",1.1759,1.9429,6.5775,0.634236,142.4
"783",1.176,1.9376,6.5275,0.63012,143.1
"784",1.1802,1.9785,6.667,0.645703,146.95
"785",1.1856,1.9808,6.673,0.64433,147.2
"786",1.1827,1.9485,6.581,0.635284,146.25
"787",1.1744,1.9039,6.449,0.621697,142.85
"788",1.1747,1.8766,6.3685,0.622316,141.3
"789",1.1754,1.9146,6.4835,0.643501,144.7
"790",1.1737,1.8467,6.277,0.629525,142.2
"791",1.1749,1.8392,6.248,0.621118,141.65
"792",1.1741,1.841,6.2715,0.633794,142.9
"793",1.1695,1.8414,6.2405,0.629842,142.9
"794",1.1731,1.8411,6.2515,0.63114,143.3
"795",1.17,1.8166,6.157,0.636254,143.85
"796",1.1657,1.7808,6.0735,0.63955,143.5
"797",1.1605,1.7793,6.0705,0.63593,143.7
"798",1.1594,1.726,5.905,0.622549,143.8
"799",1.1616,1.7438,5.961,0.624727,143.95
"800",1.1588,1.6895,5.79,0.613799,142.1
"801",1.1611,1.7141,5.8595,0.62027,145.5
"802",1.1586,1.6752,5.6995,0.601757,145.65
"803",1.1637,1.6958,5.7625,0.606318,145.45
"804",1.1851,1.6869,5.733,0.602954,146
"805",1.1856,1.6826,5.716,0.594248,144.15
"806",1.1935,1.6508,5.633,0.586063,145.15
"807",1.2069,1.6755,5.6995,0.590737,144.3
"808",1.201,1.6663,5.6575,0.583022,145.3
"809",1.1922,1.6918,5.725,0.593578,148.4
"810",1.1852,1.7038,5.7615,0.609496,150.75
"811",1.1738,1.7127,5.792,0.622937,151.9
"812",1.1769,1.7046,5.755,0.627274,155.1
"813",1.1761,1.7133,5.76,0.615082,158.5
"814",1.1673,1.6983,5.707,0.60931,159.35
"815",1.165,1.6756,5.639,0.609125,157.6
"816",1.1622,1.6802,5.6465,0.611696,160.1
"817",1.1603,1.6944,5.682,0.614326,158.95
"818",1.1672,1.6869,5.656,0.610314,158.45
"819",1.1661,1.6426,5.537,0.595345,157.25
"820",1.1756,1.6481,5.559,0.596374,151.85
"821",1.1834,1.6639,5.6085,0.589275,151.4
"822",1.1777,1.6728,5.638,0.585926,150.95
"823",1.1726,1.6862,5.6835,0.592839,152.45
"824",1.172,1.694,5.6985,0.586166,154.6
"825",1.1724,1.6781,5.6395,0.581227,153.9
"826",1.1706,1.6636,5.5855,0.573493,154.25
"827",1.1621,1.6456,5.526,0.559284,150.2
"828",1.1593,1.6462,5.53,0.553771,148.45
"829",1.1528,1.6434,5.515,0.548546,147.3
"830",1.1516,1.624,5.445,0.552853,149.05
"831",1.1533,1.5904,5.3395,0.538358,146.25
"832",1.1487,1.5929,5.348,0.533903,150.25
"833",1.1434,1.5592,5.251,0.525431,148
"834",1.1362,1.5575,5.242,0.520562,146.85
"835",1.1377,1.5547,5.205,0.513743,143.4
"836",1.1528,1.5672,5.242,0.527371,142.4
"837",1.1624,1.5862,5.3065,0.537634,139.2
"838",1.1573,1.5526,5.1975,0.522248,138.6
"839",1.1536,1.5704,5.2635,0.536913,136.9
"840",1.1516,1.5315,5.198,0.528262,136.5
"841",1.15,1.5286,5.117,0.508518,129.4
"842",1.1647,1.5058,5.0465,0.506971,126.05
"843",1.1685,1.5184,5.0795,0.514192,128.25
"844",1.1674,1.5191,5.0885,0.514007,129.35
"845",1.1627,1.4858,4.9865,0.507279,128.4
"846",1.164,1.4776,4.974,0.509372,129.6
"847",1.1586,1.4799,4.976,0.50782,128.45
"848",1.1651,1.4772,4.988,0.505255,128.25
"849",1.1626,1.495,5.058,0.516209,133.45
"850",1.1602,1.475,5.007,0.513558,132
"851",1.1592,1.4782,5.046,0.516742,133.1
"852",1.1609,1.5344,5.2125,0.53135,136.25
"853",1.1571,1.4938,5.082,0.516796,133.35
"854",1.1557,1.5295,5.1945,0.523287,136.85
"855",1.1485,1.543,5.2475,0.524659,136.3
"856",1.1587,1.4966,5.098,0.514007,132.6
"857",1.1602,1.4935,5.067,0.510595,131.7
"858",1.1577,1.4552,4.96,0.501882,129
"859",1.1532,1.4575,4.966,0.502386,128.7
"860",1.1532,1.4907,5.0745,0.512033,131.35
"861",1.1515,1.5246,5.181,0.52233,132.75
"862",1.1598,1.5433,5.2545,0.529661,136.65
"863",1.154,1.5726,5.363,0.538213,136.5
"864",1.1583,1.658,5.6515,0.565771,138.45
"865",1.1607,1.6874,5.7665,0.570125,138.35
"866",1.1555,1.6722,5.674,0.562651,137.75
"867",1.1518,1.6697,5.655,0.559597,135.1
"868",1.151,1.6693,5.639,0.560224,134.7
"869",1.1545,1.735,5.854,0.584454,137.3
"870",1.1518,1.7325,5.852,0.575635,136.45
"871",1.1519,1.7308,5.837,0.581058,137.95
"872",1.1497,1.695,5.753,0.573559,137.95
"873",1.149,1.7144,5.8225,0.576702,137.4
"874",1.1469,1.6955,5.76,0.573394,137.7
"875",1.1455,1.7517,5.933,0.591891,139.1
"876",1.1452,1.7707,5.999,0.604595,141.2
"877",1.1424,1.8107,6.152,0.619963,140.95
"878",1.1417,1.7943,6.096,0.613874,138.5
"879",1.1423,1.832,6.208,0.623441,139.2
"880",1.1477,1.8214,6.177,0.618812,138.7
"881",1.1474,1.7965,6.1,0.607903,137.1
"882",1.1523,1.7492,5.945,0.593825,137.15
"883",1.1517,1.7458,5.938,0.593648,137.8
"884",1.1472,1.7154,5.8365,0.585138,135.8
"885",1.1442,1.7398,5.921,0.59312,136.35
"886",1.1438,1.7803,6.03,0.604595,137.3
"887",1.1406,1.7573,5.9645,0.596659,137.15
"888",1.1416,1.737,5.905,0.590145,135.9
"889",1.1377,1.6978,5.775,0.579475,134.8
"890",1.137,1.682,5.7325,0.576535,133.92
"891",1.1343,1.6788,5.716,0.575706,133.3
"892",1.1309,1.6623,5.659,0.570613,133.2
"893",1.1292,1.7039,5.801,0.5871,130.45
"894",1.1307,1.7042,5.8015,0.585652,129.9
"895",1.1271,1.7059,5.8205,0.586063,131.35
"896",1.1227,1.6788,5.75,0.575706,131
"897",1.1238,1.6375,5.594,0.563539,130.25
"898",1.132,1.638,5.595,0.564653,130
"899",1.136,1.6054,5.4745,0.55788,129.7
"900",1.137,1.6103,5.503,0.563857,129.35
"901",1.1351,1.604,5.484,0.562272,129.1
"902",1.1406,1.5888,5.422,0.555494,129.3
"903",1.1465,1.5687,5.3605,0.546837,128.35
"904",1.1601,1.517,5.1725,0.533049,126.7
"905",1.1513,1.5177,5.1875,0.53234,124.1
"906",1.1429,1.5135,5.161,0.532567,124
"907",1.156,1.6205,5.524,0.568343,126.1
"908",1.1546,1.585,5.4055,0.553097,123.55
"909",1.1721,1.5895,5.416,0.55457,125.15
"910",1.1796,1.5881,5.4075,0.55371,126.15
"911",1.1819,1.6021,5.455,0.558129,126.95
"912",1.1879,1.6466,5.60075,0.570777,127.85
"913",1.1806,1.6575,5.6065,0.574878,129.8
"914",1.1917,1.6627,5.643,0.577201,131.1
"915",1.1943,1.6777,5.695,0.584385,133.3
"916",1.1932,1.6502,5.607,0.577434,132.8
"917",1.189,1.6562,5.62,0.578872,134
"918",1.1913,1.6528,5.607,0.579643,132.7
"919",1.189,1.6256,5.5065,0.571854,133.1
"920",1.1797,1.6525,5.589,0.566797,133.15
"921",1.1861,1.6666,5.629,0.568667,134.35
"922",1.1939,1.6544,5.5785,0.563381,132.75
"923",1.1967,1.6344,5.508,0.559284,132.6
"924",1.205,1.6161,5.4295,0.5493,130.8
"925",1.1955,1.5962,5.369,0.545108,129.3
"926",1.2023,1.6334,5.4815,0.554785,129.75
"927",1.2004,1.6071,5.4165,0.549089,127
"928",1.1947,1.5961,5.37025,0.546359,127.75
"929",1.196,1.5682,5.285,0.537288,126.45
"930",1.1963,1.5617,5.2575,0.535848,127.05
"931",1.2023,1.5163,5.101,0.523505,125.45
"932",1.1913,1.4793,5.0225,0.515597,123.9
"933",1.1927,1.4836,5.006,0.520779,125.25
"934",1.1903,1.4885,5.019,0.524576,125.37
"935",1.187,1.4734,4.979,0.518189,127.7
"936",1.1828,1.4778,4.9915,0.522302,127.25
"937",1.191,1.469,4.9785,0.519697,127.95
"938",1.1976,1.4587,4.949,0.518672,126.55
"939",1.1907,1.404,4.795,0.503094,124.85
"940",1.1968,1.387,4.738,0.497959,122.5
"941",1.2149,1.4042,4.7875,0.503525,122.7
"942",1.2216,1.4936,5.1195,0.537634,124.25
"943",1.2418,1.515,5.1485,0.591541,122.7
"944",1.248,1.4093,4.765,0.560947,119.2
"945",1.2484,1.4272,4.832,0.578537,119.5
"946",1.2483,1.4684,4.9665,0.585754,121.1
"947",1.2378,1.5134,5.13,0.619502,122.45
"948",1.2396,1.5346,5.2075,0.630637,122.05
"949",1.2455,1.5645,5.2865,0.642674,123.2
"950",1.2631,1.5945,5.3975,0.659544,123.95
"951",1.2753,1.5845,5.341,0.657808,124.3
"952",1.283,1.5917,5.39,0.655223,123.75
"953",1.2812,1.5794,5.367,0.649562,124.35
"954",1.2728,1.5736,5.3655,0.639427,123.9
"955",1.2784,1.5594,5.329,0.635849,123.98
"956",1.2601,1.5921,5.432,0.652316,123.7
"957",1.2683,1.614,5.506,0.660633,124.4
"958",1.278,1.6305,5.5655,0.648719,124.85
"959",1.2818,1.6327,5.5325,0.647878,125.7
"960",1.2799,1.6043,5.424,0.647585,125.5
"961",1.2698,1.5828,5.352,0.658328,124
"962",1.2664,1.6432,5.565,0.69701,124.45
"963",1.2657,1.6438,5.5695,0.695556,121.4
"964",1.2614,1.6277,5.52,0.68918,119.8
"965",1.2622,1.6145,5.492,0.693001,117
"966",1.2467,1.6395,5.554,0.687521,117
"967",1.246,1.6663,5.657,0.697935,117.75
"968",1.2516,1.6631,5.6515,0.689798,116.95
"969",1.2443,1.6327,5.555,0.675676,115.95
"970",1.2572,1.6143,5.4789,0.665115,116.35
"971",1.261,1.6101,5.4515,0.658545,114.05
"972",1.263,1.586,5.3635,0.641561,113.45
"973",1.2578,1.6039,5.413,0.649562,110.3
"974",1.2733,1.5924,5.364,0.637065,111.9
"975",1.2706,1.5735,5.3035,0.636213,110.15
"976",1.2743,1.6104,5.4295,0.649646,111.4
"977",1.2675,1.6173,5.472,0.64893,111.55
"978",1.264,1.6273,5.4825,0.646329,108.75
"979",1.2713,1.594,5.377,0.64704,107
"980",1.2804,1.6308,5.488,0.657808,106
"981",1.28,1.6444,5.5357,0.660153,105.8
"982",1.2805,1.7032,5.7225,0.680041,111
"983",1.2823,1.6882,5.695,0.662822,106.75
"984",1.2844,1.6998,5.7445,0.665026,108.75
"985",1.2828,1.7258,5.854,0.670331,107.85
"986",1.277,1.697,5.8,0.658979,108.2
"987",1.2835,1.7202,5.8665,0.671141,106.3
"988",1.2878,1.7088,5.9035,0.665247,104.9
"989",1.3006,1.714,6.0245,0.679532,104.15
"990",1.3198,1.6927,5.9425,0.671006,101.45
"991",1.3143,1.6848,5.8645,0.668673,104.5
"992",1.3226,1.6675,5.8415,0.669568,104.9
"993",1.3186,1.6172,5.6855,0.649435,104.3
"994",1.3125,1.6033,5.575,0.648635,104.8
"995",1.3187,1.6335,5.6725,0.660066,106.25
"996",1.3285,1.6092,5.6265,0.66212,105.25
"997",1.3353,1.6286,5.687,0.659761,105.8
"998",1.3294,1.5992,5.6475,0.655953,105.75
"999",1.3214,1.6491,5.817,0.67245,106.95
"1000",1.3185,1.6748,5.858,0.674582,108.2
"1001",1.3091,1.6958,5.9155,0.675219,107.7
"1002",1.3084,1.6919,5.9105,0.679948,107.7
"1003",1.3161,1.7085,5.9185,0.677186,107
"1004",1.3286,1.7002,5.895,0.671592,108.05
"1005",1.3334,1.7207,5.9365,0.677048,108.9
"1006",1.3229,1.7071,5.863,0.669792,107.7
"1007",1.3329,1.7168,5.863,0.672947,109.35
"1008",1.334,1.7046,5.813,0.671366,111.3
"1009",1.3333,1.7112,5.836,0.666889,111.65
"1010",1.318,1.7347,5.893,0.672857,113.2
"1011",1.3207,1.7392,5.9055,0.668003,112.2
"1012",1.3107,1.7465,5.9275,0.670601,111
"1013",1.3131,1.748,5.9325,0.668315,110.3
"1014",1.3275,1.7301,5.882,0.66769,108.3
"1015",1.3443,1.7597,5.9725,0.684463,108
"1016",1.3507,1.7266,5.8785,0.67769,103.65
"1017",1.3397,1.7278,5.871,0.67714,105
"1018",1.353,1.6978,5.7925,0.668807,104.4
"1019",1.3518,1.7089,5.815,0.670601,105.2
"1020",1.3624,1.697,5.7675,0.672812,105.95
"1021",1.3641,1.6912,5.7695,0.67245,106.05
"1022",1.3792,1.6787,5.733,0.676773,103.2
"1023",1.3839,1.7134,5.86,0.680689,104.45
"1024",1.3759,1.7177,5.8788,0.678426,103.7
"1025",1.3856,1.6974,5.8724,0.674582,103.3
"1026",1.375,1.6744,5.7513,0.664099,102.7
"1027",1.386,1.6468,5.6525,0.66291,103
"1028",1.3777,1.674,5.76,0.671366,104.15
"1029",1.3776,1.6644,5.7005,0.664364,104.45
"1030",1.3825,1.6548,5.654,0.664011,104.65
"1031",1.3857,1.6436,5.62,0.660589,104.75
"1032",1.3753,1.6661,5.6845,0.662383,104.33
"1033",1.3889,1.6428,5.5975,0.657592,103
"1034",1.3846,1.599,5.475,0.650787,101.15
"1035",1.3838,1.584,5.42,0.645661,99.2
"1036",1.3845,1.576,5.41,0.647752,98.75
"1037",1.3813,1.5333,5.257,0.637349,97.4
"1038",1.3813,1.5765,5.3965,0.647878,99.2
"1039",1.3794,1.5793,5.393,0.653723,98.05
"1040",1.3881,1.5871,5.4185,0.651466,100.3
"1041",1.3748,1.5773,5.3955,0.650195,101.2
"1042",1.3766,1.5608,5.357,0.650406,100.8
"1043",1.3743,1.5424,5.292,0.644039,97.7
"1044",1.3711,1.583,5.416,0.65189,99.55
"1045",1.3682,1.5435,5.312,0.645494,98.95
"1046",1.3511,1.5378,5.2685,0.637877,98.6
"1047",1.3425,1.55,5.2965,0.634317,97.9
"1048",1.3409,1.5478,5.277,0.633433,98.05
"1049",1.3471,1.545,5.274,0.630636,99.6
"1050",1.3472,1.5423,5.2785,0.632511,100.2
"1051",1.3546,1.4989,5.1515,0.61778,97.65
"1052",1.3472,1.4977,5.1225,0.611808,97.05
"1053",1.3552,1.4966,5.1295,0.610799,96.45
"1054",1.3533,1.5287,5.2575,0.623714,96.9
"1055",1.3649,1.5484,5.343,0.635445,98.6
"1056",1.3736,1.5484,5.3205,0.635001,98.4
"1057",1.3752,1.5708,5.388,0.64,98.92
"1058",1.3796,1.5695,5.388,0.638488,99.8
"1059",1.3872,1.5724,5.422,0.640082,100.4
"1060",1.3943,1.5711,5.4215,0.641313,100.27
"1061",1.4031,1.5761,5.44,0.646412,100.45
"1062",1.4026,1.5604,5.3755,0.64082,100.98
"1063",1.414,1.536,5.307,0.639795,99.85
"1064",1.4251,1.5262,5.279,0.634719,98.92
"1065",1.4147,1.5075,5.2175,0.625313,99.6
"1066",1.4105,1.5245,5.2895,0.632831,99.35
"1067",1.3984,1.5338,5.3045,0.644953,99.4
"1068",1.4043,1.5085,5.233,0.639468,98.55
"1069",1.3984,1.4757,5.161,0.632311,97.15
"1070",1.3964,1.466,5.1545,0.623511,96.5
"1071",1.4125,1.3755,4.917,0.60957,89.15
